support,itemset,itemset_size
0.4199267840908538,elementary | low_help | no_explanation | rare_hints | tries_before_help | unknown,6
0.4176175173681166,low_help | no_self_correction,2
0.4152936658029199,no_self_correction | rare_hints,2
0.4135483463219458,low_help | no_self_correction | rare_hints,3
0.40589616564491743,no_explanation | no_self_correction,2
0.40236663376974424,low_help | no_explanation | no_self_correction,3
0.39937187945141545,no_explanation | no_self_correction | rare_hints,3
0.39857457473030194,low_help | no_explanation | no_self_correction | rare_hints,4
0.39322193754770457,high_success,1
0.38635733836348346,high_success | low_help,2
0.38615801218320506,high_success | rare_hints,2
0.38396542420014296,self_corrects | unknown,2
0.38395083935768354,high_success | low_help | rare_hints,3
0.38163184940663997,low_help | self_corrects | unknown,3
0.3807373124024639,rare_hints | self_corrects | unknown,3
0.38008099449179117,low_help | rare_hints | self_corrects | unknown,4
0.3779272994219541,some_answer_req | unknown,2
0.37721750375559693,high_success | no_explanation,2
0.3770376240319311,no_explanation | self_corrects | unknown,3
0.3765854939156899,low_help | some_answer_req | unknown,3
0.37656604745907735,med_success,1
0.3755985862426043,low_help | no_explanation | self_corrects | unknown,4
0.37511728644144426,rare_hints | some_answer_req | unknown,3
0.37500546931592227,low_help | rare_hints | some_answer_req | unknown,4
0.37466029471104995,no_explanation | rare_hints | self_corrects | unknown,4
0.37434915140524955,high_success | low_help | no_explanation,3
0.37419357975234935,low_help | no_explanation | rare_hints | self_corrects | unknown,5
0.37350323054260476,high_success | no_explanation | rare_hints,3
0.37330390436232636,no_explanation | some_answer_req | unknown,3
0.3724531218855284,low_help | no_explanation | some_answer_req | unknown,4
0.37228296539016886,high_success | low_help | no_explanation | rare_hints,4
0.37158289295211794,elementary | self_corrects,2
0.37158289295211794,elementary | no_explanation | self_corrects,3
0.37121341027647997,low_help | med_success,2
0.3709800527971297,low_help | no_explanation | rare_hints | some_answer_req | unknown,5
0.3709800527971297,no_explanation | rare_hints | some_answer_req | unknown,4
0.37070780240455437,elementary | low_help | no_explanation | self_corrects,4
0.37070780240455437,elementary | low_help | self_corrects,3
0.3702653955166194,elementary | rare_hints | self_corrects,3
0.3702653955166194,elementary | no_explanation | rare_hints | self_corrects,4
0.36976951087300003,elementary | low_help | rare_hints | self_corrects,4
0.36976951087300003,elementary | low_help | no_explanation | rare_hints | self_corrects,5
0.36862703154701426,elementary | no_explanation | some_answer_req,3
0.36862703154701426,elementary | some_answer_req,2
0.3683110266270607,elementary | low_help | some_answer_req,3
0.3683110266270607,elementary | low_help | no_explanation | some_answer_req,4
0.36820893272984495,med_success | rare_hints,2
0.36791237426650397,frequent_answer_req,1
0.36744079769365023,elementary | low_help | rare_hints | some_answer_req,4
0.36744079769365023,elementary | rare_hints | some_answer_req,3
0.36744079769365023,elementary | low_help | no_explanation | rare_hints | some_answer_req,5
0.36744079769365023,elementary | no_explanation | rare_hints | some_answer_req,4
0.3671491008444624,low_help | med_success | rare_hints,3
0.3613103022465519,frequent_answer_req | rare_hints,2
0.36096026602752646,frequent_answer_req | no_explanation,2
0.3601386532356473,frequent_answer_req | low_help,2
0.358646137690636,frequent_answer_req | low_help | rare_hints,3
0.35727516249945307,frequent_answer_req | no_explanation | rare_hints,3
0.3570612514767153,frequent_answer_req | low_help | no_explanation,3
0.3558458479384325,frequent_answer_req | low_help | no_explanation | rare_hints,4
0.3548881099502657,med_success | no_explanation,2
0.3521850524811248,low_help | med_success | no_explanation,3
0.34877219934562675,med_success | no_explanation | rare_hints,3
0.34856314993704207,low_help | med_success | no_explanation | rare_hints,4
0.32645252876860176,self_corrects | tries_before_help | unknown,3
0.3248968122395998,low_help | self_corrects | tries_before_help | unknown,4
0.3241967398015489,rare_hints | self_corrects | tries_before_help | unknown,4
0.32384184196837035,low_help | rare_hints | self_corrects | tries_before_help | unknown,5
0.3207936098943571,no_explanation | self_corrects | tries_before_help | unknown,4
0.31978239415050586,low_help | no_explanation | self_corrects | tries_before_help | unknown,5
0.3193691569474897,elementary | self_corrects | unknown,3
0.3193691569474897,elementary | no_explanation | self_corrects | unknown,4
0.31904829041338306,no_explanation | rare_hints | self_corrects | tries_before_help | unknown,5
0.31881007131987965,low_help | no_explanation | rare_hints | self_corrects | tries_before_help | unknown,6
0.31870311580851074,elementary | low_help | self_corrects | unknown,4
0.31870311580851074,elementary | low_help | no_explanation | self_corrects | unknown,5
0.3184794815574667,elementary | no_explanation | rare_hints | self_corrects | unknown,5
0.3184794815574667,elementary | rare_hints | self_corrects | unknown,4
0.31803221305537865,elementary | low_help | rare_hints | self_corrects | unknown,5
0.31803221305537865,elementary | low_help | no_explanation | rare_hints | self_corrects | unknown,6
0.31770648490711884,self_corrects | some_answer_req,2
0.3156840534194163,low_help | self_corrects | some_answer_req,3
0.31399221169412667,elementary | self_corrects | tries_before_help,3
0.31399221169412667,elementary | no_explanation | self_corrects | tries_before_help,4
0.3139776268516673,rare_hints | self_corrects | some_answer_req,3
0.31369079161663255,low_help | rare_hints | self_corrects | some_answer_req,4
0.3134574341372823,elementary | low_help | no_explanation | self_corrects | tries_before_help,5
0.3134574341372823,elementary | low_help | self_corrects | tries_before_help,4
0.31320463020131944,elementary | rare_hints | self_corrects | tries_before_help,4
0.31320463020131944,elementary | no_explanation | rare_hints | self_corrects | tries_before_help,5
0.31297613433612226,elementary | low_help | rare_hints | self_corrects | tries_before_help,5
0.31297613433612226,elementary | low_help | no_explanation | rare_hints | self_corrects | tries_before_help,6
0.31169266819969565,elementary | some_answer_req | unknown,3
0.31169266819969565,elementary | no_explanation | some_answer_req | unknown,4
0.31156626623171424,elementary | low_help | some_answer_req | unknown,4
0.31156626623171424,elementary | low_help | no_explanation | some_answer_req | unknown,5
0.31096828769087914,elementary | no_explanation | rare_hints | some_answer_req | unknown,5
0.31096828769087914,elementary | rare_hints | some_answer_req | unknown,4
0.31096828769087914,elementary | low_help | rare_hints | some_answer_req | unknown,5
0.31096828769087914,elementary | low_help | no_explanation | rare_hints | some_answer_req | unknown,6
0.3102439071820626,some_answer_req | tries_before_help | unknown,3
0.3092618611231301,low_help | some_answer_req | tries_before_help | unknown,4
0.3084013554180259,rare_hints | some_answer_req | tries_before_help | unknown,4
0.30831870797742267,low_help | rare_hints | some_answer_req | tries_before_help | unknown,5
0.30652477235491726,no_explanation | some_answer_req | tries_before_help | unknown,4
0.3058879009008571,low_help | no_explanation | some_answer_req | tries_before_help | unknown,5
0.30557189598090356,no_explanation | self_corrects | some_answer_req,3
0.30500308712498725,low_help | no_explanation | rare_hints | some_answer_req | tries_before_help | unknown,6
0.30500308712498725,no_explanation | rare_hints | some_answer_req | tries_before_help | unknown,5
0.30485723870039333,high_success | tries_before_help,2
0.3046870822050337,low_help | no_explanation | self_corrects | some_answer_req,4
0.30294176272405965,no_explanation | rare_hints | self_corrects | some_answer_req,4
0.30294176272405965,low_help | no_explanation | rare_hints | self_corrects | some_answer_req,5
0.30114782710155424,elementary | some_answer_req | tries_before_help,3
0.30114782710155424,elementary | no_explanation | some_answer_req | tries_before_help,4
0.3009485009212759,high_success | low_help | tries_before_help,3
0.30092419285051025,elementary | low_help | some_answer_req | tries_before_help,4
0.30092419285051025,elementary | low_help | no_explanation | some_answer_req | tries_before_help,5
0.30052067887580036,elementary | no_explanation | rare_hints | some_answer_req | tries_before_help,5
0.30052067887580036,elementary | low_help | rare_hints | some_answer_req | tries_before_help,5
0.30052067887580036,elementary | low_help | no_explanation | rare_hints | some_answer_req | tries_before_help,6
0.30052067887580036,elementary | rare_hints | some_answer_req | tries_before_help,4
0.30041372336443145,high_success | rare_hints | tries_before_help,3
0.29939764600642704,high_success | low_help | rare_hints | tries_before_help,4
0.2968452985760332,med_success | tries_before_help,2
0.29502219326860907,elementary | high_success | no_explanation,3
0.29502219326860907,elementary | high_success,2
0.2940012542964515,elementary | high_success | no_explanation | rare_hints,4
0.2940012542964515,elementary | high_success | rare_hints,3
0.29385054425770446,elementary | high_success | low_help,3
0.29385054425770446,elementary | high_success | low_help | no_explanation,4
0.29347619996791335,low_help | med_success | tries_before_help,3
0.2931893647328786,elementary | high_success | low_help | rare_hints,4
0.2931893647328786,elementary | high_success | low_help | no_explanation | rare_hints,5
0.29276154268740306,high_success | no_explanation | tries_before_help,3
0.29137112103960755,med_success | rare_hints | tries_before_help,3
0.2911085938753385,high_success | low_help | no_explanation | tries_before_help,4
0.29082175864030374,low_help | med_success | rare_hints | tries_before_help,4
0.2902967043117656,high_success | no_explanation | rare_hints | tries_before_help,4
0.2898154045106056,high_success | low_help | no_explanation | rare_hints | tries_before_help,5
0.2842974724468018,no_self_correction | tries_before_help,2
0.28408842303821713,self_corrects | some_answer_req | tries_before_help,3
0.28261049233566526,low_help | self_corrects | some_answer_req | tries_before_help,4
0.28127354844355423,rare_hints | self_corrects | some_answer_req | tries_before_help,4
0.28111797679065403,low_help | rare_hints | self_corrects | some_answer_req | tries_before_help,5
0.2806172305328815,low_help | no_self_correction | tries_before_help,3
0.28016510041664033,med_success | no_explanation | tries_before_help,3
0.2790323443189608,no_self_correction | rare_hints | tries_before_help,3
0.27827879412522544,low_help | no_self_correction | rare_hints | tries_before_help,4
0.27825934766861293,low_help | med_success | no_explanation | tries_before_help,4
0.27601328192986635,med_success | no_explanation | rare_hints | tries_before_help,4
0.27590146480434435,low_help | med_success | no_explanation | rare_hints | tries_before_help,5
0.2742874089055048,high_success | unknown,2
0.27424365437812664,no_explanation | self_corrects | some_answer_req | tries_before_help,4
0.27350955064100385,low_help | no_explanation | self_corrects | some_answer_req | tries_before_help,5
0.2731595144219784,elementary | no_self_correction,2
0.2731595144219784,elementary | no_explanation | no_self_correction,3
0.27230873194518046,high_success | rare_hints | unknown,3
0.2722698390319554,high_success | low_help | unknown,3
0.2721969148196584,high_success | no_explanation | unknown,3
0.27219205320550527,elementary | low_help | no_explanation | no_self_correction,4
0.27219205320550527,elementary | low_help | no_self_correction,3
0.27218232997719904,no_explanation | rare_hints | self_corrects | some_answer_req | tries_before_help,5
0.27218232997719904,low_help | no_explanation | rare_hints | self_corrects | some_answer_req | tries_before_help,6
0.27198300379692064,no_explanation | no_self_correction | tries_before_help,3
0.27149684238160754,elementary | no_self_correction | rare_hints,3
0.27149684238160754,elementary | no_explanation | no_self_correction | rare_hints,4
0.2714287797834637,high_success | low_help | rare_hints | unknown,4
0.2710252658087538,elementary | low_help | no_self_correction | rare_hints,4
0.2710252658087538,elementary | low_help | no_explanation | no_self_correction | rare_hints,5
0.2708064931718629,high_success | no_explanation | rare_hints | unknown,4
0.2708064931718629,high_success | low_help | no_explanation | unknown,4
0.2700432197498213,high_success | low_help | no_explanation | rare_hints | unknown,5
0.2699751571516775,low_help | no_explanation | no_self_correction | tries_before_help,4
0.2697126299874084,elementary | self_corrects | tries_before_help | unknown,4
0.2697126299874084,elementary | no_explanation | self_corrects | tries_before_help | unknown,5
0.26931397762685166,elementary | low_help | self_corrects | tries_before_help | unknown,5
0.26931397762685166,elementary | low_help | no_explanation | self_corrects | tries_before_help | unknown,6
0.26919729888717653,elementary | rare_hints | self_corrects | tries_before_help | unknown,5
0.26919729888717653,elementary | no_explanation | rare_hints | self_corrects | tries_before_help | unknown,6
0.2689785262502856,elementary | low_help | rare_hints | self_corrects | tries_before_help | unknown,6
0.2689785262502856,elementary | low_help | no_explanation | rare_hints | self_corrects | tries_before_help | unknown,7
0.268103435702722,no_explanation | no_self_correction | rare_hints | tries_before_help,4
0.2678166004676873,low_help | no_explanation | no_self_correction | rare_hints | tries_before_help,5
0.2676318591298683,no_self_correction | unknown,2
0.26681024633798917,no_self_correction | some_answer_req,2
0.2653809317769686,low_help | no_self_correction | unknown,3
0.26431137666327975,no_self_correction | rare_hints | unknown,3
0.26381063040550723,no_explanation | no_self_correction | unknown,3
0.2636745052092196,low_help | no_self_correction | rare_hints | unknown,4
0.26335850028926605,low_help | no_self_correction | some_answer_req,3
0.263207790250519,middle,1
0.26220629773497395,low_help | no_explanation | no_self_correction | unknown,4
0.2617055514772015,elementary | frequent_answer_req | no_explanation,3
0.2617055514772015,elementary | frequent_answer_req,2
0.2613749617147885,no_self_correction | rare_hints | some_answer_req,3
0.2610395103382225,no_explanation | no_self_correction | rare_hints | unknown,4
0.26098603258253805,low_help | no_self_correction | rare_hints | some_answer_req,4
0.2606019650644407,elementary | frequent_answer_req | rare_hints,3
0.2606019650644407,elementary | frequent_answer_req | no_explanation | rare_hints,4
0.2605873802219813,low_help | no_explanation | no_self_correction | rare_hints | unknown,5
0.2601838662472714,elementary | frequent_answer_req | low_help,3
0.2601838662472714,elementary | frequent_answer_req | low_help | no_explanation,4
0.2596345038479676,elementary | frequent_answer_req | low_help | rare_hints,4
0.2596345038479676,elementary | frequent_answer_req | low_help | no_explanation | rare_hints,5
0.25937683829785163,high_success | self_corrects,2
0.25906083337789815,no_explanation | no_self_correction | some_answer_req,3
0.2577481975565527,elementary | high_success | no_explanation | unknown,4
0.2577481975565527,elementary | high_success | unknown,3
0.25737871488091474,low_help | no_explanation | no_self_correction | some_answer_req,4
0.2571599422440239,frequent_answer_req | tries_before_help,2
0.25697033929205176,elementary | high_success | rare_hints | unknown,4
0.25697033929205176,elementary | high_success | no_explanation | rare_hints | unknown,5
0.2567418434268546,elementary | high_success | low_help | unknown,4
0.2567418434268546,elementary | high_success | low_help | no_explanation | unknown,5
0.2562459587832352,elementary | high_success | low_help | rare_hints | unknown,5
0.2562459587832352,elementary | high_success | low_help | no_explanation | rare_hints | unknown,6
0.25570631961223766,high_success | low_help | self_corrects,3
0.25553130150272496,frequent_answer_req | unknown,2
0.25544379244796855,high_success | rare_hints | self_corrects,3
0.2551472339846276,low_help | no_explanation | no_self_correction | rare_hints | some_answer_req,5
0.2551472339846276,no_explanation | no_self_correction | rare_hints | some_answer_req,4
0.25442285347581106,high_success | low_help | rare_hints | self_corrects,4
0.25387835269066034,elementary | some_answer_req | tries_before_help | unknown,4
0.25387835269066034,elementary | no_explanation | some_answer_req | tries_before_help | unknown,5
0.25378598202175084,elementary | low_help | no_explanation | some_answer_req | tries_before_help | unknown,6
0.25378598202175084,elementary | low_help | some_answer_req | tries_before_help | unknown,5
0.25353803969994115,frequent_answer_req | no_explanation | unknown,3
0.25352831647163493,elementary | no_explanation | rare_hints | some_answer_req | tries_before_help | unknown,6
0.25352831647163493,elementary | rare_hints | some_answer_req | tries_before_help | unknown,5
0.25352831647163493,elementary | low_help | no_explanation | rare_hints | some_answer_req | tries_before_help | unknown,7
0.25352831647163493,elementary | low_help | rare_hints | some_answer_req | tries_before_help | unknown,6
0.25306160151293433,frequent_answer_req | rare_hints | tries_before_help,3
0.2528379672618903,frequent_answer_req | low_help | tries_before_help,3
0.2528379672618903,frequent_answer_req | no_explanation | tries_before_help,3
0.2527455965929808,frequent_answer_req | rare_hints | unknown,3
0.25241986844472103,frequent_answer_req | low_help | unknown,3
0.2518218899038859,frequent_answer_req | low_help | rare_hints | tries_before_help,4
0.25156422435376996,frequent_answer_req | low_help | rare_hints | unknown,4
0.25154963951131054,frequent_answer_req | no_explanation | rare_hints | unknown,4
0.25147671529901355,low_help | middle,2
0.251418375929176,frequent_answer_req | low_help | no_explanation | unknown,4
0.25063079443636876,frequent_answer_req | low_help | no_explanation | rare_hints | unknown,5
0.25058703990899056,frequent_answer_req | low_help | no_explanation | tries_before_help,4
0.25036340565794657,frequent_answer_req | no_explanation | rare_hints | tries_before_help,4
0.24977028873126456,frequent_answer_req | low_help | no_explanation | rare_hints | tries_before_help,5
0.24813192476165938,high_success | no_explanation | self_corrects,3
0.24784508952662462,middle | rare_hints,2
0.24675608795632326,high_success | low_help | no_explanation | self_corrects,4
0.24622131039947884,high_success | no_explanation | rare_hints | self_corrects,4
0.2457157025275532,high_success | low_help | no_explanation | rare_hints | self_corrects,5
0.24547262181989665,low_help | middle | rare_hints,3
0.2343589718658389,med_success | unknown,2
0.23235598683474887,low_help | med_success | unknown,3
0.2318114860495982,med_success | self_corrects,2
0.23091208743126893,med_success | rare_hints | unknown,3
0.23050857345655903,low_help | med_success | rare_hints | unknown,4
0.23023146144983056,elementary | high_success | tries_before_help,3
0.23023146144983056,elementary | high_success | no_explanation | tries_before_help,4
0.23021201499321806,low_success,1
0.22969668389298614,elementary | high_success | low_help | tries_before_help,4
0.22969668389298614,elementary | high_success | low_help | no_explanation | tries_before_help,5
0.22966265259391422,elementary | high_success | no_explanation | rare_hints | tries_before_help,5
0.22966265259391422,elementary | high_success | rare_hints | tries_before_help,4
0.22938554058718577,elementary | high_success | low_help | no_explanation | rare_hints | tries_before_help,6
0.22938554058718577,elementary | high_success | low_help | rare_hints | tries_before_help,5
0.22933692444565446,elementary | no_explanation | no_self_correction | unknown,4
0.22933692444565446,elementary | no_self_correction | unknown,3
0.2292056608635199,help_first,1
0.2289723033841696,frequent_answer_req | self_corrects,2
0.2289723033841696,low_help | med_success | self_corrects,3
0.22882159334542254,low_help | low_success,2
0.22861254393683791,elementary | low_help | no_explanation | no_self_correction | unknown,5
0.22861254393683791,elementary | low_help | no_self_correction | unknown,4
0.2283159854734969,med_success | no_explanation | unknown,3
0.22813124413567792,elementary | no_explanation | no_self_correction | rare_hints | unknown,5
0.22813124413567792,elementary | no_self_correction | rare_hints | unknown,4
0.22770828370435553,elementary | low_help | no_self_correction | rare_hints | unknown,5
0.22770828370435553,elementary | low_help | no_explanation | no_self_correction | rare_hints | unknown,6
0.2272367071315018,low_success | rare_hints,2
0.2271880909899705,med_success | rare_hints | self_corrects,3
0.22716378291920483,low_help | med_success | no_explanation | unknown,4
0.22715405969089858,low_help | low_success | rare_hints,3
0.22661928213405416,low_help | med_success | rare_hints | self_corrects,4
0.22647343370946021,elementary | frequent_answer_req | no_explanation | unknown,4
0.22647343370946021,elementary | frequent_answer_req | unknown,3
0.22558375831943722,elementary | frequent_answer_req | rare_hints | unknown,4
0.22558375831943722,elementary | frequent_answer_req | no_explanation | rare_hints | unknown,5
0.22557403509113097,med_success | no_explanation | rare_hints | unknown,4
0.22541846343823077,low_help | med_success | no_explanation | rare_hints | unknown,5
0.22520941402964612,elementary | frequent_answer_req | low_help | unknown,4
0.22520941402964612,elementary | frequent_answer_req | low_help | no_explanation | unknown,5
0.2247378374567924,frequent_answer_req | rare_hints | self_corrects,3
0.22471352938602676,elementary | frequent_answer_req | low_help | rare_hints | unknown,5
0.22471352938602676,elementary | frequent_answer_req | low_help | no_explanation | rare_hints | unknown,6
0.224426694150992,frequent_answer_req | low_help | self_corrects,3
0.22413985891595728,frequent_answer_req | no_explanation | self_corrects,3
0.223721760098788,help_first | low_help,2
0.223425201635447,frequent_answer_req | low_help | rare_hints | self_corrects,4
0.22264248175679288,help_first | rare_hints,2
0.2220347799876515,frequent_answer_req | low_help | no_explanation | self_corrects,4
0.2218937931772107,frequent_answer_req | no_explanation | rare_hints | self_corrects,4
0.22126178333730365,frequent_answer_req | low_help | no_explanation | rare_hints | self_corrects,5
0.22089716227581882,help_first | low_help | rare_hints,3
0.22009985755470532,elementary | med_success,2
0.22009985755470532,elementary | med_success | no_explanation,3
0.2195991112969328,elementary | low_help | med_success | no_explanation,4
0.2195991112969328,elementary | low_help | med_success,3
0.21922962862129483,low_success | no_explanation,2
0.21851497134078457,elementary | med_success | rare_hints,3
0.21851497134078457,elementary | med_success | no_explanation | rare_hints,4
0.21835939968788437,elementary | low_help | med_success | no_explanation | rare_hints,5
0.21835939968788437,elementary | low_help | med_success | rare_hints,4
0.21819410480667792,low_help | low_success | no_explanation,3
0.21770308177721168,high_success | self_corrects | tries_before_help,3
0.21746972429786138,med_success | no_explanation | self_corrects,3
0.21696897804008888,help_first | no_explanation,2
0.21665297312013534,low_success | no_explanation | rare_hints,3
0.21665297312013534,low_help | low_success | no_explanation | rare_hints,4
0.21597234713869698,low_help | med_success | no_explanation | self_corrects,4
0.215379230212015,high_success | low_help | self_corrects | tries_before_help,4
0.2149562697806926,high_success | rare_hints | self_corrects | tries_before_help,4
0.21458678710505463,help_first | low_help | no_explanation,3
0.21454789419182957,high_success | tries_before_help | unknown,3
0.21454303257767643,middle | no_explanation,2
0.2144117689955419,high_success | low_help | rare_hints | self_corrects | tries_before_help,5
0.21407631761897586,med_success | no_explanation | rare_hints | self_corrects,4
0.21394991565099444,low_help | med_success | no_explanation | rare_hints | self_corrects,5
0.21348806230644699,ratios,1
0.21339083002338435,high_success | low_help | tries_before_help | unknown,4
0.21326928966955608,high_success | rare_hints | tries_before_help | unknown,4
0.21298245443452135,high_success | no_explanation | tries_before_help | unknown,4
0.212894945379765,high_success | low_help | rare_hints | tries_before_help | unknown,5
0.21287549892315247,help_first | no_explanation | rare_hints,3
0.21219973455586724,high_success | low_help | no_explanation | tries_before_help | unknown,5
0.2120393012888139,help_first | low_help | no_explanation | rare_hints,4
0.2120344396746608,high_success | no_explanation | rare_hints | tries_before_help | unknown,5
0.21175246605377918,high_success | low_help | no_explanation | rare_hints | tries_before_help | unknown,6
0.21141215306306,med_success | some_answer_req,2
0.20981268200667985,low_help | middle | no_explanation,3
0.20965711035377965,self_corrects | some_answer_req | unknown,3
0.20921956507999787,low_help | self_corrects | some_answer_req | unknown,4
0.2091758105526197,low_help | med_success | some_answer_req,3
0.20876257334960355,high_success | no_explanation | self_corrects | tries_before_help,4
0.20864589460992838,rare_hints | self_corrects | some_answer_req | unknown,4
0.20859727846839707,low_help | rare_hints | self_corrects | some_answer_req | unknown,5
0.2078340050463555,high_success | low_help | no_explanation | self_corrects | tries_before_help,5
0.20729922748951107,high_success | no_explanation | rare_hints | self_corrects | tries_before_help,5
0.2072117184347547,med_success | rare_hints | some_answer_req,3
0.20705614678185452,high_success | low_help | no_explanation | rare_hints | self_corrects | tries_before_help,6
0.20699294579786381,low_help | med_success | rare_hints | some_answer_req,4
0.20675472670436038,no_explanation | self_corrects | some_answer_req | unknown,4
0.20650678438255068,low_help | no_explanation | self_corrects | some_answer_req | unknown,5
0.20599631489647194,low_help | ratios,2
0.20593311391248123,no_explanation | rare_hints | self_corrects | some_answer_req | unknown,5
0.20593311391248123,low_help | no_explanation | rare_hints | self_corrects | some_answer_req | unknown,6
0.20516984049043963,middle | no_explanation | rare_hints,3
0.20471771037419845,low_help | middle | no_explanation | rare_hints,4
0.20375024915772535,rare_hints | ratios,2
0.20231121136839852,med_success | no_explanation | some_answer_req,3
0.2021945326287234,low_help | rare_hints | ratios,3
0.20134861176607857,elementary | high_success | tries_before_help | unknown,4
0.20134861176607857,elementary | high_success | no_explanation | tries_before_help | unknown,5
0.20113956235749395,low_help | med_success | no_explanation | some_answer_req,4
0.20089648164983737,elementary | high_success | no_explanation | rare_hints | tries_before_help | unknown,6
