antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_size,consequent_size,rule_size
"no_explanation, answer_req","correct_after_help, no_hints, numeric",0.1148558157937275,0.12830251732725603,0.07970644765915,0.6939696271218591,5.408854335661855,1.0,0.06497015736313914,2.84840185787653,0.9208872169244905,0.48764471228911993,0.6489259416697982,0.6576040021768707,26,37,63
"correct_after_help, no_hints, numeric","no_explanation, answer_req",0.12830251732725603,0.1148558157937275,0.07970644765915,0.6212383772318822,5.408854335661854,1.0,0.06497015736313914,2.336942633568153,0.935092713439242,0.48764471228911993,0.5720904802557548,0.6576040021768707,37,26,63
"correct_after_help, numeric, no_explanation",answer_req,0.13369574795332093,0.115772972339998,0.08297611560957648,0.6206339160355877,5.360784157920139,1.0,0.06749776147980131,2.330801473921295,0.9390005004959754,0.49837718478362464,0.5709630308764053,0.6686739818225171,43,10,53
answer_req,"correct_after_help, numeric, no_explanation",0.115772972339998,0.13369574795332093,0.08297611560957648,0.7167140476094466,5.360784157920138,1.0,0.06749776147980131,3.058055808049193,0.9199674979471566,0.49837718478362464,0.6729948494177665,0.6686739818225171,10,43,53
"no_hints, answer_req","correct_after_help, no_explanation, numeric",0.11147566111619994,0.13369574795332093,0.07970644765915,0.7150121099175688,5.348054226580272,1.0,0.06480262576762871,3.0397932059362427,0.9150183864216687,0.4817119405809998,0.6710302536214781,0.6555949952554461,20,43,63
answer_req,"correct_after_help, numeric",0.115772972339998,0.13589420039996974,0.08365712622855696,0.7225963412503192,5.317344957500336,1.0,0.06792425072448512,3.114976217309984,0.9182440630606252,0.49792930819095516,0.6789702616530487,0.6691005859686168,10,27,37
"correct_after_help, numeric",answer_req,0.13589420039996974,0.115772972339998,0.08365712622855696,0.6156048306869142,5.317344957500335,1.0,0.06792425072448512,2.300307335391638,0.9396259334474574,0.49792930819095516,0.5652754809697004,0.6691005859686168,27,10,37
"answer_req, no_explanation","correct_after_help, numeric",0.1148558157937275,0.13589420039996974,0.08297611560957648,0.722437214312207,5.31617399554873,1.0,0.06736787636100167,3.1131903992777694,0.9172458107338257,0.4945710585537276,0.6787861095061867,0.6665153577361781,26,27,53
"correct_after_help, numeric","answer_req, no_explanation",0.13589420039996974,0.1148558157937275,0.08297611560957648,0.6105935011601492,5.31617399554873,1.0,0.06736787636100167,2.2730596095426265,0.9395779952343983,0.4945710585537276,0.5600643310004462,0.6665153577361781,27,26,53
"no_hints, answer_req","correct_after_help, numeric",0.11147566111619994,0.13589420039996974,0.08038726375924475,0.7211194170488096,5.306476765942766,1.0,0.06523836792780076,3.0984796089273297,0.9133695158643931,0.4814110262930738,0.6772610679383517,0.656331211365017,20,27,47
"no_explanation, no_hints, answer_req","correct_after_help, numeric",0.11055889360770092,0.13589420039996974,0.07970644765915,0.720941075459515,5.305164409795339,1.0,0.06468213521522616,3.096499425785856,0.9123756729520967,0.4780092997645894,0.6770546793348067,0.6537370915067197,36,27,63
"few_wrongs, answer_req","correct_after_help, no_hints, no_explanation",0.05273154117896729,0.20043362150009464,0.0505336722889757,0.9583196538380668,4.781232044133945,1.0,0.03996449852319391,19.183295056943475,0.8348730292625557,0.24938706314449569,0.9478713121478028,0.6052206941297569,22,44,66
answer_req,"correct_after_help, no_hints, no_explanation",0.115772972339998,0.20043362150009464,0.11055286352224294,0.9549108162963561,4.764224730110488,1.0,0.08734806740430687,17.73299742473023,0.8935513573567336,0.5375679952480177,0.9436079543661685,0.753239637098486,10,44,54
"answer_req, numeric","correct_after_help, no_hints, no_explanation",0.08366043304961457,0.20043362150009464,0.07970644765915,0.9527376891759612,4.753382601409072,1.0,0.06293808408674954,16.9176319261399,0.8617149443229632,0.38997691137814133,0.940890072300552,0.6752038680301738,19,44,63
"answer_req, few_wrongs","correct_after_help, no_hints",0.05273154117896729,0.20338213877016212,0.05087972138670958,0.9648821227133726,4.744183184167247,1.0,0.04015506776108434,22.68411199025356,0.833148778206603,0.24791083182871523,0.9559162818262553,0.607525106824926,22,28,50
"no_explanation, few_wrongs, answer_req","correct_after_help, no_hints",0.05238529756234768,0.20338213877016212,0.0505336722889757,0.9646537223317626,4.743060173154623,1.0,0.039879438430634066,22.53753192081351,0.8327916924324851,0.24622494512285276,0.9556295692219743,0.6065601704292939,38,28,66
"fast, few_wrongs","correct_after_help, no_hints, no_explanation",0.06268215477906643,0.20043362150009464,0.05955468013411688,0.9501058210909813,4.740251730124692,1.0,0.046991068848319134,16.025243745525962,0.8418070171527617,0.29256415524350565,0.9375984530482296,0.6236175068651973,16,44,60
answer_req,"correct_after_help, no_hints",0.115772972339998,0.20338213877016212,0.11146963103074196,0.962829482371601,4.734090654143796,1.0,0.08792347630445435,21.43144384465626,0.8920403545050176,0.5367232749642218,0.9533395879788407,0.755454614364417,10,28,38
"fast, answer_req","correct_after_help, no_explanation",0.050635016628446945,0.21010218271586878,0.050358216254037,0.9945334198971223,4.733570146875044,1.0,0.039719688738545984,144.4957912293858,0.8308110975108621,0.2393690449222633,0.9930793832021549,0.6171089114980302,16,34,50
"answer_req, no_explanation","correct_after_help, no_hints",0.1148558157937275,0.20338213877016212,0.11055286352224294,0.9625360523387658,4.732647901920766,1.0,0.08719324205592288,21.26358568598307,0.8910433017148297,0.532310061197768,0.9529712431963345,0.7530540939891741,26,28,54
"answer_req, few_wrongs","correct_after_help, no_explanation",0.05273154117896729,0.21010218271586878,0.052382963335718784,0.9933895760401643,4.728125920441162,1.0,0.04130395143604604,119.49276205028238,0.8323930807171841,0.24890840592141267,0.9916312922821283,0.621355471356625,22,34,56
"no_hints, few_wrongs, answer_req","correct_after_help, no_explanation",0.05088205561333847,0.21010218271586878,0.0505336722889757,0.9931531200899154,4.727000487343836,1.0,0.039843241343543064,115.36609779305627,0.8307179946274666,0.2401213417469034,0.9913319422332044,0.6168363108856113,32,34,66
"answer_req, numeric","correct_after_help, no_hints",0.08366043304961457,0.20338213877016212,0.08038726375924475,0.9608755397138732,4.724483406085814,1.0,0.06337222595517618,20.361120777231818,0.8603106045022961,0.3889920104820067,0.9508867900278741,0.6780639337013652,19,28,47
"no_explanation, answer_req, numeric","correct_after_help, no_hints",0.08297942243063408,0.20338213877016212,0.07970644765915,0.9605567901581853,4.722916161500742,1.0,0.06282991525129487,20.19657792620427,0.8595951149202764,0.3856979210102495,0.9504866614703801,0.6762308227139121,35,28,63
answer_req,"correct_after_help, no_explanation",0.115772972339998,0.21010218271586878,0.11484978570826952,0.9920258881406508,4.721635326760098,1.0,0.09052563152013204,99.05777987777094,0.891410177792729,0.544246343761119,0.9899048817646234,0.7693318221126025,10,34,44
"answer_req, numeric","correct_after_help, no_explanation",0.08366043304961457,0.21010218271586878,0.08297611560957648,0.9918202976593217,4.720656800603579,1.0,0.06539887601889766,96.56803932288643,0.860123363699616,0.39365004660262265,0.9896446069837207,0.6933762449382126,19,34,53
"no_hints, answer_req","correct_after_help, no_explanation",0.11147566111619994,0.21010218271586878,0.11055286352224294,0.9917219814198268,4.720188855729214,1.0,0.08713158380203484,95.42112156839417,0.887025864647703,0.5238851976667872,0.9895201399484365,0.7589540773527801,20,34,54
"no_hints, answer_req, numeric","correct_after_help, no_explanation",0.08039057058030236,0.21010218271586878,0.07970644765915,0.9914900103803967,4.719084768963281,1.0,0.06281621331045437,92.82006824832735,0.8569882805656766,0.37813864339178815,0.9892264677362159,0.6854299637870847,29,34,63
"fast, few_wrongs","correct_after_help, no_hints",0.06268215477906643,0.20338213877016212,0.0600730729646176,0.9583760031280838,4.712193553098212,1.0,0.047324642262928734,19.13842785643965,0.8404668837276683,0.2916292878605599,0.947749104184463,0.6268732243861525,16,28,44
"no_explanation, fast, few_wrongs","correct_after_help, no_hints",0.0621637619485657,0.20338213877016212,0.05955468013411688,0.9580288944448443,4.710486870862798,1.0,0.046911681275018366,18.980149574162976,0.8399203267659897,0.28911271055678217,0.9473133762148395,0.6254252394735017,32,28,60
few_wrongs,"correct_after_help, no_hints, no_explanation",0.14119911945190802,0.20043362150009464,0.13314564854444436,0.9429637313693967,4.704618538107647,1.0,0.10484459768007398,14.018560430001399,0.9169097672888159,0.6386277778969947,0.9286659992662384,0.8036258631536597,10,44,54
"correct_after_help, no_hints, no_explanation",few_wrongs,0.20043362150009464,0.14119911945190802,0.13314564854444436,0.6642879949379226,4.704618538107647,1.0,0.10484459768007398,2.558147661086141,0.9848374527805066,0.6386277778969947,0.6090921508512847,0.8036258631536597,44,10,54
few_wrongs,"correct_after_help, no_hints",0.14119911945190802,0.20338213877016212,0.1348142315463337,0.9547809651337876,4.69451728115007,1.0,0.10609685263974106,17.616870054541348,0.9163772084705979,0.642685524425787,0.9432362277235384,0.8088213357419713,10,28,38
"correct_after_help, no_hints",few_wrongs,0.20338213877016212,0.14119911945190802,0.1348142315463337,0.6628617063501552,4.69451728115007,1.0,0.10609685263974106,2.547325227433378,0.9879084964700449,0.642685524425787,0.6074313600672124,0.8088213357419713,28,10,38
"answer_req, numeric",correct_after_help,0.08366043304961457,0.2130512835425935,0.08365712622855696,0.9999604732973872,4.693520060851799,1.0,0.06583316358560737,19909.293324240247,0.8587867678013439,0.39265582631084006,0.9999497722001623,0.696311197057651,19,18,37
"numeric, answer_req, no_explanation",correct_after_help,0.08297942243063408,0.2130512835425935,0.08297611560957648,0.9999601489024539,4.6935185382374875,1.0,0.06529724315310681,19747.2281797688,0.8581489282142472,0.3894594125756649,0.9999493599815176,0.6947128031864372,35,18,53
"no_hints, answer_req, numeric",correct_after_help,0.08039057058030236,0.2130512835425935,0.08038726375924475,0.9999588655605535,4.693512514608439,1.0,0.06325994951238988,19131.139916961605,0.8557328004437295,0.37730829278090733,0.9999477291993921,0.6886365073178577,29,18,47
"no_explanation, no_hints, answer_req, numeric",correct_after_help,0.0797097544802076,0.2130512835425935,0.07970644765915,0.9999585142235204,4.693510865535844,1.0,0.06272418215627677,18969.121063582563,0.8550996615728694,0.3741127920459421,0.9999472827445907,0.6870385564827846,45,18,63
"answer_req, few_wrongs",correct_after_help,0.05273154117896729,0.2130512835425935,0.052729206952338396,0.9999557337681261,4.693497814896823,1.0,0.04149468442098029,17777.630558181223,0.8307457909469697,0.247492661727313,0.9999437495341842,0.6237255535338755,22,18,40
"few_wrongs, answer_req, no_explanation",correct_after_help,0.05238529756234768,0.2130512835425935,0.052382963335718784,0.9999554411879379,4.6934964416115585,1.0,0.04122220845129992,17660.899831899715,0.8304421836195076,0.24586751393472936,0.9999433777435172,0.6229128244447897,38,18,56
"no_hints, answer_req, few_wrongs",correct_after_help,0.05088205561333847,0.2130512835425935,0.05087972138670958,0.9999541247577214,4.693490262675696,1.0,0.04003923412900219,17154.104858520903,0.8291266084304163,0.23881181610265823,0.9999417049150482,0.6193842786619244,32,18,50
"no_explanation, no_hints, few_wrongs, answer_req",correct_after_help,0.050536006515604595,0.2130512835425935,0.0505336722889757,0.9999538106235566,4.693488788222411,1.0,0.039766911235709274,17037.439711307186,0.8288243479449499,0.23718758131445242,0.9999413057350784,0.6185719953030407,48,18,66
answer_req,correct_after_help,0.115772972339998,0.2130512835425935,0.11576694225454003,0.9999479145664476,4.693461113866214,1.0,0.09110136189796228,15108.806105372436,0.889972365008399,0.5433605647381915,0.999933813433502,0.7716619291404685,10,18,28
"answer_req, no_explanation",correct_after_help,0.1148558157937275,0.2130512835425935,0.11484978570826952,0.9999474986493605,4.693459161673859,1.0,0.0903796067310842,14989.113744158352,0.8890501055437029,0.5390558237713001,0.9999332849148342,0.7695092897789779,26,18,44
"no_hints, answer_req",correct_after_help,0.11147566111619994,0.2130512835425935,0.11146963103074196,0.9999459067082662,4.69345168957105,1.0,0.08771959834617639,14547.990910413751,0.8856675689686947,0.5231908219088035,0.9999312619861974,0.7615757683600723,20,18,38
"no_hints, answer_req, no_explanation",correct_after_help,0.11055889360770092,0.2130512835425935,0.11055286352224294,0.999945458160251,4.693449584218724,1.0,0.08699814933207323,14428.349320073463,0.8847545834783249,0.5188879069189923,0.9999306920024033,0.7594240256974986,36,18,54
"fast, answer_req",correct_after_help,0.050635016628446945,0.2130512835425935,0.05063132076961786,0.9999270098229412,4.693362993154812,1.0,0.03984346548472668,10781.570180655577,0.8289047715628547,0.23764439071955243,0.9999072491313191,0.6187877615123364,16,18,34
"fast, answer_req, no_explanation",correct_after_help,0.05036191211286608,0.2130512835425935,0.050358216254037,0.9999266140089995,4.6933611353207025,1.0,0.03962854623673159,10723.418812348025,0.8286662996860394,0.23636254076538496,0.9999067461583382,0.6181466275099811,32,18,50
"no_explanation, few_wrongs","correct_after_help, no_hints",0.13953034193113292,0.20338213877016212,0.13314564854444436,0.9542415413140762,4.6918650137338,1.0,0.1047676691791585,17.409193493549505,0.9144600638680536,0.6347316550258348,0.9425590852114705,0.8044495354875365,26,28,54
"correct_after_help, no_hints","no_explanation, few_wrongs",0.20338213877016212,0.13953034193113292,0.13314564854444436,0.6546575296609967,4.691865013733799,1.0,0.1047676691791585,2.49164157893523,0.9877573385806302,0.6347316550258348,0.5986581663854973,0.8044495354875365,28,26,54
"no_answer, few_wrongs","correct_after_help, no_hints",0.08846757827294073,0.20338213877016212,0.08393451015962414,0.9487601197883914,4.664913671994399,1.0,0.06594178487865673,15.546833012489369,0.8618824104181978,0.40369586918509187,0.9356782182456927,0.6807268676010336,21,28,49
"no_explanation, no_answer, few_wrongs","correct_after_help, no_hints",0.08714504436878524,0.20338213877016212,0.08261197625546865,0.9479824911886751,4.661090186783659,1.0,0.06488823074852443,15.314417768818698,0.8604410938082224,0.3973349400160356,0.9347020555991312,0.6770867011614232,37,28,65
"no_answer, few_wrongs","correct_after_help, no_hints, no_explanation",0.08846757827294073,0.20043362150009464,0.08261197625546865,0.9338107572086314,4.6589526758024,1.0,0.06488009915688005,12.080004918928799,0.8615815155272065,0.4004667565605228,0.9172185767546297,0.6729885088625535,21,44,65
"numeric, few_wrongs","correct_after_help, no_hints",0.08552197878615936,0.20338213877016212,0.08099241201278612,0.9470362258022695,4.656437539348012,1.0,0.0635987690554006,15.04080616037317,0.8586795208179546,0.3895519581307404,0.9335142020090239,0.6726319891307331,19,28,47
"no_explanation, few_wrongs, numeric","correct_after_help, no_hints",0.08422473233715025,0.20338213877016212,0.07969536008266274,0.9462227765075406,4.652437929059479,1.0,0.06256555388258869,14.813294727674796,0.8572615518643291,0.3833138419796978,0.9324930733922576,0.6690365578988904,35,28,63
"few_wrongs, numeric","correct_after_help, no_hints, no_explanation",0.08552197878615936,0.20043362150009464,0.07969536008266274,0.9318699264657382,4.6492695162188555,1.0,0.06255388015669855,11.735880163079713,0.8583174549201966,0.38638256216514943,0.9147912226348448,0.6647423277014722,19,44,63
"fast, few_wrongs","correct_after_help, no_explanation",0.06268215477906643,0.21010218271586878,0.061069009659613344,0.9742646830642807,4.637099293641444,1.0,0.04789935212319756,30.69314511482833,0.8368003951435568,0.2884486932713466,0.967419435308476,0.6324640293571067,16,34,50
"no_hints, fast, few_wrongs","correct_after_help, no_explanation",0.06116782525356996,0.21010218271586878,0.05955468013411688,0.9736275548008154,4.634066825081482,1.0,0.04670318653635899,29.95163365847299,0.8353003280655861,0.28129602491719535,0.9666128395064317,0.6285416722853826,26,34,60
"correct_after_help, no_hints, fast","no_explanation, few_wrongs",0.09221731883337687,0.13953034193113292,0.05955468013411688,0.6458079771514874,4.628441156334546,1.0,0.0466875661053235,2.4293874581045793,0.8635817278915083,0.3458600920669886,0.588373605591837,0.5363152054833569,34,26,60
"correct_after_help, no_explanation",few_wrongs,0.21010218271586878,0.14119911945190802,0.13718600032017808,0.6529489534418653,4.624313210850141,1.0,0.10751975712577352,2.4745664623841837,0.9922190628321785,0.6407108652973492,0.5958888091304185,0.8122636263016536,34,10,44
few_wrongs,"correct_after_help, no_explanation",0.14119911945190802,0.21010218271586878,0.13718600032017808,0.971578299161442,4.62431321085014,1.0,0.10751975712577352,27.79206711698706,0.912611630647897,0.6407108652973492,0.9640185094620479,0.8122636263016536,10,34,44
"numeric, few_wrongs",correct_after_help,0.08552197878615936,0.2130512835425935,0.08422531589380747,0.9848382496434737,4.622540795191142,1.0,0.06600474854231377,51.9035532146634,0.8569574532841493,0.3929373586015197,0.98073349630103,0.6900835427339833,19,18,37
"few_wrongs, numeric, no_explanation",correct_after_help,0.08422473233715025,0.2130512835425935,0.08292806944479836,0.984604725282339,4.621444700592454,1.0,0.06498388211433712,51.11625033586717,0.8556874981121391,0.38688529945850003,0.9804367496944837,0.68692233410034,35,18,53
"no_hints, few_wrongs","correct_after_help, no_explanation",0.13715857315728855,0.21010218271586878,0.13314564854444436,0.970742444161749,4.620334884738111,1.0,0.10432833294590386,26.998079458552336,0.9081222199343446,0.6218414487681947,0.962960328287973,0.8022304922306368,20,34,54
"correct_after_help, no_explanation","no_hints, few_wrongs",0.21010218271586878,0.13715857315728855,0.13314564854444436,0.6337185402995246,4.620334884738111,1.0,0.10432833294590386,2.355678683677561,0.991983336135574,0.6218414487681947,0.5754938876303567,0.8022304922306368,34,20,54
"no_hints, numeric, few_wrongs",correct_after_help,0.082289074905138,0.2130512835425935,0.08099241201278612,0.984242587562849,4.619744932755018,1.0,0.06346061898271385,49.94149385860014,0.8537959082605372,0.37785485403457003,0.9799765701276115,0.6821985621884792,29,18,47
"no_explanation, no_hints, few_wrongs, numeric",correct_after_help,0.08099202297501464,0.2130512835425935,0.07969536008266274,0.9839902394739306,4.618560485120053,1.0,0.062439905631124656,49.15430903391612,0.8525304892252623,0.3718037023827998,0.9796559036297304,0.6790283981981343,45,18,63
few_wrongs,correct_after_help,0.14119911945190802,0.2130512835425935,0.13885477784095318,0.9833969105469293,4.6157755738201285,1.0,0.1087721242066402,47.39772791574429,0.9121458802014896,0.6446499446865194,0.9789019422665654,0.8175701785789784,10,18,28
correct_after_help,few_wrongs,0.2130512835425935,0.14119911945190802,0.13885477784095318,0.6517434466110276,4.6157755738201285,1.0,0.1087721242066402,2.466000631404876,0.9954291413445014,0.6446499446865194,0.5944850997745683,0.8175701785789784,18,10,28
"numeric, few_wrongs","correct_after_help, no_explanation",0.08552197878615936,0.21010218271586878,0.08292806944479836,0.96966967581694,4.615228948517259,1.0,0.06495971503164605,26.043170937332143,0.8565826703549321,0.3898899535139792,0.9616022180092314,0.6821865940226508,19,34,53
"no_explanation, few_wrongs",correct_after_help,0.13953034193113292,0.2130512835425935,0.13718600032017808,0.9831983382359091,4.6148435338543585,1.0,0.10745888187861326,46.83755258895282,0.9103260321128175,0.6369024450816156,0.9786496103078652,0.8135545172366427,26,18,44
correct_after_help,"no_explanation, few_wrongs",0.2130512835425935,0.13953034193113292,0.13718600032017808,0.6439106962373764,4.6148435338543585,1.0,0.10745888187861326,2.4164434285913674,0.9953735398534082,0.6369024450816156,0.5861686691407726,0.8135545172366427,18,26,44
"correct_after_help, no_hints, fast",few_wrongs,0.09221731883337687,0.14119911945190802,0.0600730729646176,0.6514294031163582,4.61355145588024,1.0,0.04705206874712893,2.4637788965165437,0.8628135992617622,0.3465553634169305,0.5941194230481205,0.5384393743387282,34,10,44
correct_after_help,"no_hints, few_wrongs",0.2130512835425935,0.13715857315728855,0.1348142315463337,0.6327783118911906,4.613479838154507,1.0,0.10559242148630267,2.3496472424772685,0.9952921471578206,0.6258912243469623,0.5744041990976974,0.8078430565039423,18,20,38
"no_hints, few_wrongs",correct_after_help,0.13715857315728855,0.2130512835425935,0.1348142315463337,0.9829078011166941,4.613479838154506,1.0,0.10559242148630267,46.041397121000315,0.9077495045318004,0.6258912243469623,0.9782804158316064,0.8078430565039423,20,18,38
"correct_after_help, no_hints, fast, no_explanation",few_wrongs,0.09143165705386753,0.14119911945190802,0.05955468013411688,0.651357331290954,4.613041029004464,1.0,0.046644610668081954,2.4632695812249823,0.8620411058345292,0.3440953510196512,0.5940355015861882,0.5365676583151551,50,10,60
"no_explanation, no_hints, few_wrongs",correct_after_help,0.1354899901553992,0.2130512835425935,0.13314564854444436,0.9826973076884424,4.612491843974177,1.0,0.1042793322346632,45.48128709031909,0.905943759701839,0.6181446278192942,0.9780129353416461,0.8038218911101813,36,18,54
correct_after_help,"no_explanation, no_hints, few_wrongs",0.2130512835425935,0.1354899901553992,0.13314564854444436,0.6249464745319203,4.612491843974177,1.0,0.1042793322346632,2.3050310186143768,0.9952331482846786,0.6181446278192942,0.5661663587498575,0.8038218911101813,18,36,54
"fast, few_wrongs",correct_after_help,0.06268215477906643,0.2130512835425935,0.06158740249011407,0.9825348651013834,4.611729386295641,1.0,0.048232888959218456,45.058267286543646,0.8355347213585711,0.2875953423604848,0.9778065145372635,0.6358040001461679,16,18,34
"no_explanation, fast, few_wrongs",correct_after_help,0.0621637619485657,0.2130512835425935,0.061069009659613344,0.9823892207511804,4.611045774595297,1.0,0.047824940386635185,44.68562721380734,0.8350385978150704,0.28517459789754024,0.9776214397704367,0.6345145863085311,32,18,50
"no_hints, fast, few_wrongs",correct_after_help,0.06116782525356996,0.2130512835425935,0.0600730729646176,0.9821024814203532,4.609699904596021,1.0,0.047041189282835454,43.96971082641196,0.8340853239874507,0.2805238618186377,0.9772570712609892,0.6320338998280404,26,18,44
"no_hints, few_wrongs, numeric","correct_after_help, no_explanation",0.082289074905138,0.21010218271586878,0.07969536008266274,0.9684804474291969,4.609568710378032,1.0,0.06240624583142363,25.060565676170878,0.8532751904934237,0.3746915714173357,0.9600966708843742,0.6738987961589376,29,34,63
"no_explanation, no_hints, fast, few_wrongs",correct_after_help,0.06064943242306924,0.2130512835425935,0.05955468013411688,0.9819495047980705,4.6089818773692475,1.0,0.0466332407102522,43.597070753675894,0.8335890452720196,0.2781031173556932,0.9770626791499362,0.6307408198543638,42,18,60
"no_answer, few_wrongs",correct_after_help,0.08846757827294073,0.2130512835425935,0.08612557088861479,0.9735269413942771,4.569448844459312,1.0,0.0672774397856599,29.72639951347688,0.8569692172306952,0.3998526161979495,0.9663598681183493,0.6888875073528399,21,18,39
"no_explanation, no_answer, few_wrongs",correct_after_help,0.08714504436878524,0.2130512835425935,0.0848030369844593,0.9731251799653128,4.567563094595317,1.0,0.06623667342731335,29.282008788959146,0.855628673030952,0.3937125275328656,0.9658493374820292,0.6855828342505239,37,18,55
"no_hints, no_answer, few_wrongs",correct_after_help,0.08627651754395008,0.2130512835425935,0.08393451015962414,0.9728546370322272,4.56629324571862,1.0,0.06555318735730048,28.99017107974125,0.8547487344704098,0.38968024397799,0.9655055502346168,0.6834092581786452,31,18,49
